strain	cluster	depth	ORF1b_misStops	ORF1b_deletions	ORF1b_koType
USA/WA-PHL-020859/2022	957	2	None	14717:14756	bigDeletion
USA/CA-LACPHL-AF09887/2022	958	2	None	20014:20117	bigDeletion
Israel/CVL-9004542/2022	959	2	None	18195:18244	bigDeletion
USA/MT-MTPHL-4024123/2022	960	2	None	20676:21562	bigDeletion
Indonesia/JK-CW62-0745/2022	961	2	None	19292:19485	bigDeletion
Uruguay/DLSP_1587/2022	961	2	None	19292:19485	bigDeletion
USA/WA-CDC-LC0570460/2022	962	2	None	14604:14680	bigDeletion
USA/WA-UW-22032944581/2022	963	2	None	18188:18249	bigDeletion
USA/WA-PHL-020508/2022	964	2	None	14717:14749	bigDeletion
USA/WA-PHL-020531/2022	964	2	None	14717:14749	bigDeletion
USA/WA-PHL-021147/2022	965	2	None	14717:14756	bigDeletion
USA/WA-PHL-020513/2022	965	2	None	14717:14756	bigDeletion
USA/WA-PHL-020585/2022	965	2	None	14717:14756	bigDeletion
USA/WA-PHL-021145/2022	965	2	None	14717:14756	bigDeletion
USA/WA-Curative-221377/2022	966	2	None	20460:20679	bigDeletion
USA/WA-PHL-020543/2022	967	2	None	14717:14771	bigDeletion
USA/WA-PHL-020027/2022	968	3	None	14717:14759	bigDeletion
USA/WA-PHL-021947/2022	968	3	None	14717:14759	bigDeletion
USA/WA-PHL-020293/2022	968	3	None	14717:14759	bigDeletion
USA/WA-PHL-020476/2022	968	3	None	14717:14759	bigDeletion
USA/WA-PHL-023844/2022	969	2	None	14717:14774	bigDeletion
USA/WA-PHL-015660/2022	970	2	None	14717:14933	bigDeletion
USA/WA-PHL-015690/2022	970	2	None	14717:14933	bigDeletion
USA/WA-Curative-231270/2022	971	2	None	16034:16079	bigDeletion
USA/WA-CDC-LC0618476/2022	972	2	None	21146:21193	bigDeletion
USA/WA-PHL-020920/2022	973	2	None	14717:14983	bigDeletion
USA/WA-PHL-023125/2022	974	3	None	14717:14759	bigDeletion
USA/WA-PHL-022309/2022	974	3	None	14717:14759	bigDeletion
USA/WA-PHL-019439/2022	975	2	None	14277:14322	bigDeletion
USA/WA-PHL-019438/2022	975	2	None	14277:14322	bigDeletion
USA/WA-PHL-020046/2022	975	2	None	14277:14322	bigDeletion
USA/WA-PHL-020045/2022	975	2	None	14277:14322	bigDeletion
USA/WA-PHL-020044/2022	976	2	None	14120:14171	bigDeletion
USA/WA-GBW-H10-011-5792/2023	977	2	None	21410:21466	bigDeletion
USA/WA-PHL-030580/2022	978	3	None	14717:14760	bigDeletion
USA/WA-PHL-030558/2022	978	3	None	14717:14760	bigDeletion
USA/WA-PHL-022518/2022	979	2	None	14717:14769	bigDeletion
USA/WA-PHL-019823/2022	979	2	None	14717:14769	bigDeletion
USA/WA-PHL-019982/2022	980	2	None	14717:14747	bigDeletion
USA/WA-PHL-018825/2022	981	2	None	14717:14781	bigDeletion
USA/WA-PHL-021808/2022	981	2	None	14717:14781	bigDeletion
USA/OR_UO_MAP004955/2022	982	2	None	13768:13826	bigDeletion
USA/WA-PHL-020033/2022	983	2	None	14717:14756	bigDeletion
USA/WA-PHL-020556/2022	984	2	None	14717:14761	bigDeletion
USA/WA-PHL-020770/2022	985	2	None	14717:14983	bigDeletion
USA/WA-PHL-018142/2022	986	2	None	14717:14983	bigDeletion
USA/WA-PHL-020554/2022	987	2	None	14717:14776	bigDeletion
USA/WA-PHL-021393/2022	988	2	None	14717:14983	bigDeletion
USA/WA-CDC-UW22032771847/2022	989	2	None	19462:19527	bigDeletion
USA/WA-PHL-019862/2022	990	2	None	14717:14983	bigDeletion
USA/WA-PHL-020781/2022	991	2	None	14717:14771	bigDeletion
USA/WA-Curative-278833/2022	992	2	None	16034:16079	bigDeletion
USA/WA-PHL-019164/2022	993	2	None	14717:14771	bigDeletion
USA/WA-PHL-019278/2022	994	3	None	14717:14759	bigDeletion
USA/WA-PHL-019128/2022	994	3	None	14717:14759	bigDeletion
USA/OR-OSPHL05681/2022	995	2	None	13772:13819	bigDeletion
USA/WA-PHL-022428/2022	996	2	None	14717:14753	bigDeletion
USA/WA-PHL-022917/2022	996	2	None	14717:14753	bigDeletion
USA/WA-PHL-019727/2022	996	2	None	14717:14753	bigDeletion
USA/WA-PHL-022873/2022	997	2	None	14717:14983	bigDeletion
PuertoRico/PR-UPRRP-3632/2021	998	2	None	19287:19566	bigDeletion
USA/GA-CDC-STM-TNUXRPFJW/2022	999	2	None	14356:14392	bigDeletion
Maldives/MAV164539/2022	1000	2	None	19290:19551	bigDeletion
USA/WA-PHL-024393/2022	1001	2	None	14717:14751	bigDeletion
USA/WA-PHL-021087/2022	1002	2	None	14717:14983	bigDeletion
USA/NE-CUMC_22115045/2022	1003	2	None	19623:19885	bigDeletion
USA/CO-CDPHE-2103284224/2022	1004	2	None	19877:20117	bigDeletion
USA/IA-SHL-2170637/2022	1005	2	None	20676:21562	bigDeletion
USA/WA-UW-22041120129/2022	1006	2	None	19505:19573	bigDeletion
USA/WA-CDC-LC0659312/2022	1007	2	None	21121:21222	bigDeletion
Maldives/MAV192025/2022	1008	2	None	19290:19551	bigDeletion
USA/NE-CUMC_22143034/2022	1009	2	None	15218:15427	bigDeletion
USA/WA-CDC-LC0601323/2022	1010	2	None	21121:21222	bigDeletion
USA/WA-PHL-020656/2022	1011	2	None	14717:14771	bigDeletion
USA/WA-PHL-022437/2022	1012	2	None	14717:14905	bigDeletion
USA/WA-PHL-019573/2022	1013	2	None	14717:14754	bigDeletion
USA/WA-PHL-018167/2022	1014	2	None	14717:14756	bigDeletion
USA/WA-PHL-018724/2022	1014	2	None	14717:14756	bigDeletion
USA/WA-PHL-020492/2022	1015	2	None	14717:14983	bigDeletion
USA/WA-PHL-021438/2022	1016	2	None	14717:14983	bigDeletion
USA/WA-PHL-023024/2022	1017	2	None	14717:14774	bigDeletion
USA/MT-FYR-2034/2022	1018	2	None	21006:21562	bigDeletion
USA/WA-PHL-019361/2022	1019	2	None	14717:14801	bigDeletion
USA/WA-PHL-019379/2022	1020	2	None	14717:14983	bigDeletion
USA/WA-PHL-018906/2022	1020	2	None	14717:14983	bigDeletion
USA/NV-NSPHL-22-00059551/2022	1021	2	None	20676:20757	bigDeletion
USA/LA-OD-4772073/2022	1021	2	None	20676:20757	bigDeletion
PuertoRico/PR-CVL-005045/2022	1021	2	None	20676:20757	bigDeletion
USA/TN-6-10682-5/2022	1022	2	None	20248:20296	bigDeletion
USA/WA-PHL-021478/2022	1023	2	None	14717:14983	bigDeletion
USA/WA-PHL-020054/2022	1024	3	None	14717:14771	bigDeletion
USA/WA-PHL-022145/2022	1024	3	None	14717:14771	bigDeletion
USA/WA-PHL-018785/2022	1024	3	None	14717:14771	bigDeletion
USA/WA-PHL-020049/2022	1024	3	None	14717:14771	bigDeletion
USA/WA-PHL-020542/2022	1025	2	None	14717:14983	bigDeletion
USA/WA-PHL-021377/2022	1026	2	None	14717:14771	bigDeletion
USA/WA-PHL-021139/2022	1026	2	None	14717:14771	bigDeletion
USA/WA-PHL-020570/2022	1026	2	None	14717:14771	bigDeletion
USA/WA-PHL-023770/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-024059/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-023623/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-022132/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-020477/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-021406/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-022886/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-022794/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-020332/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-023153/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-022903/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-022360/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-023142/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-023740/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-020642/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-021893/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-020395/2022	1027	2	None	14717:14755	bigDeletion
USA/WA-PHL-019876/2022	1027	2	None	14717:14755	bigDeletion
USA/MT-MTPHL-4029411/2022	1028	2	None	20676:21562	bigDeletion
USA/MD-HP30571-PIDLLJSEKF/2022	1029	2	None	19623:19911	bigDeletion
USA/NE-S879958/2022	1030	2	None	20676:21562	bigDeletion
USA/WA-PHL-022447/2022	1031	2	None	14717:14808	bigDeletion
USA/WA-PHL-022429/2022	1032	2	None	14717:14774	bigDeletion
USA/IA-2118447/2022	1033	2	None	20676:21562	bigDeletion
USA/WA-PHL-021921/2022	1034	2	None	14717:14983	bigDeletion
Bonaire/BQ-RIVM-101600/2022	1035	2	None	16186:16444	bigDeletion
USA/WA-PHL-020541/2022	1036	2	None	14717:14983	bigDeletion
USA/IA-SHL-2119984/2022	1037	2	None	20692:21540	bigDeletion
USA/ID-USAFSAM-S17023/2022	1037	2	None	20692:21540	bigDeletion
USA/NY-PRL-220519_00D13/2022	1038	2	None	17259:18106	bigDeletion
USA/WA-PHL-022925/2022	1039	2	None	14717:14983	bigDeletion
USA/WA-PHL-022648/2022	1040	2	None	14717:14761	bigDeletion
USA/WA-PHL-022876/2022	1041	2	None	14717:14983	bigDeletion
USA/KY-GD-051222-310/2022	1042	2	None	16313:16411	bigDeletion
USA/WA-PHL-022953/2022	1043	2	None	14717:14983	bigDeletion
USA/IN-GD-051222-112/2022	1044	2	None	16220:16261	bigDeletion
USA/WA-PHL-021159/2022	1045	2	None	14717:14761	bigDeletion
USA/IA-2116985/2022	1046	2	None	20676:21562	bigDeletion
USA/WA-PHL-021842/2022	1047	2	None	14717:14983	bigDeletion
USA/WA-PHL-019907/2022	1048	2	None	14717:14766	bigDeletion
USA/WA-PHL-022283/2022	1049	2	None	14717:14983	bigDeletion
USA/CT-CDC-LC0672060/2022	1050	2	None	21120:21163	bigDeletion
USA/ND-NDDH-15584/2022	1051	2	None	20676:21562	bigDeletion
USA/WA-PHL-023744/2022	1052	2	None	14717:14983	bigDeletion
USA/WA-PHL-020072/2022	1053	2	None	14717:14983	bigDeletion
USA/WA-PHL-023666/2022	1054	2	None	14717:14983	bigDeletion
USA/WA-CDC-LC0640918/2022	1055	2	None	21120:21222	bigDeletion
USA/WA-PHL-019116/2022	1056	2	None	14717:14756	bigDeletion
USA/WV-MUSOM-132526/2022	1057	2	None	18171:18267	bigDeletion
USA/WV-MUSOM-132573/2022	1057	2	None	18171:18267	bigDeletion
USA/WA-PHL-022848/2022	1058	2	None	14717:14983	bigDeletion
USA/WA-PHL-020734/2022	1059	2	None	14717:14844	bigDeletion
USA/WA-PHL-022415/2022	1060	2	None	14717:14983	bigDeletion
USA/WA-UW-22051154800/2022	1061	2	None	18179:18272	bigDeletion
USA/ME-Broad-CRSP_BSMYN3N22D7PRCRE/2022	1062	2	None	19845:19884	bigDeletion
USA/ME-Broad-CRSP_HTFH52EVGGVGIRQ7/2022	1062	2	None	19845:19884	bigDeletion
USA/ME-Broad-CRSP_MXQ23VD73EWSEEXT/2022	1062	2	None	19845:19884	bigDeletion
USA/WA-PHL-021382/2022	1063	2	None	17688:17939	bigDeletion
USA/WA-PHL-022296/2022	1063	2	None	17688:17939	bigDeletion
USA/WA-PHL-022522/2022	1063	2	None	17688:17939	bigDeletion
USA/IA-SHL-2118752/2022	1064	2	None	20676:21562	bigDeletion
USA/WA-PHL-023478/2022	1065	2	None	19877:19955	bigDeletion
USA/CO-CDPHE-2103289154/2022	1066	2	None	13506:13775	bigDeletion
USA/WA-UW-22052403792/2022	1067	2	None	16867:16954	bigDeletion
USA/WA-PHL-023848/2022	1068	2	None	14717:14794	bigDeletion
USA/WA-PHL-023851/2022	1068	2	None	14717:14794	bigDeletion
USA/WA-PHL-021536/2022	1069	2	None	14717:14784	bigDeletion
USA/NE-NPHL22-15573/2022	1070	2	None	20676:21562	bigDeletion
USA/WA-PHL-022290/2022	1071	2	None	14717:14983	bigDeletion
USA/WA-PHL-020674/2022	1072	2	None	14717:14774	bigDeletion
USA/WA-PHL-022392/2022	1073	2	None	14717:14983	bigDeletion
USA/WA-PHL-020568/2022	1074	2	None	14717:14775	bigDeletion
USA/WY-WYPHL-22052454/2022	1075	2	None	20676:21562	bigDeletion
USA/WA-Curative-488805/2022	1076	2	None	16034:16135	bigDeletion
USA/TN-VUMC-SD_MVU001_3241/2022	1077	2	None	13362:13586	bigDeletion
USA/WA-PHL-021829/2022	1078	2	None	14717:14983	bigDeletion
USA/WA-PHL-020126/2022	1079	2	None	14717:14747	bigDeletion
USA/WA-PHL-023136/2022	1080	2	None	14717:14756	bigDeletion
USA/WA-PHL-022303/2022	1080	2	None	14717:14756	bigDeletion
USA/WA-PHL-022301/2022	1080	2	None	14717:14756	bigDeletion
USA/WA-PHL-021450/2022	1080	2	None	14717:14756	bigDeletion
USA/WA-PHL-022863/2022	1081	2	None	17908:17939	bigDeletion
USA/NV-NSPHL-22-00058269/2022	1082	2	None	20676:21562	bigDeletion
USA/ND-NDDH-17944/2022	1082	2	None	20676:21562	bigDeletion
USA/IA-2109788/2022	1083	2	None	20676:21562	bigDeletion
USA/WA-PHL-025735/2022	1084	2	None	19877:19973	bigDeletion
USA/WA-PHL-022482/2022	1085	2	None	14717:14767	bigDeletion
USA/WA-PHL-020607/2022	1086	2	None	14717:14751	bigDeletion
USA/WA-PHL-020590/2022	1086	2	None	14717:14751	bigDeletion
USA/WA-PHL-022882/2022	1087	2	None	14717:14747	bigDeletion
USA/WA-PHL-021471/2022	1088	2	None	14717:14756	bigDeletion
USA/IA-SHL-2082320/2022	1089	2	None	20676:21562	bigDeletion
USA/IA-SHL-2126842/2022	1089	2	None	20676:21562	bigDeletion
AmericanSamoa/AS-H2213838/2022	1090	2	None	17096:17143	bigDeletion
USA/WA-PHL-021437/2022	1091	2	None	14717:14754	bigDeletion
USA/WA-PHL-021816/2022	1091	2	None	14717:14754	bigDeletion
USA/WA-PHL-021434/2022	1091	2	None	14717:14754	bigDeletion
USA/WA-PHL-021523/2022	1091	2	None	14717:14754	bigDeletion
USA/WA-PHL-021432/2022	1091	2	None	14717:14754	bigDeletion
USA/WA-UW-22061274831/2022	1092	2	None	21514:21698	bigDeletion
USA/NV-NSPHL-22-00054114/2022	1093	2	None	20676:21562	bigDeletion
Andorra/AND-260_221381261101-GC/2022	1094	2	None	20676:21562	bigDeletion
USA/WA-PHL-022732/2022	1095	2	None	14717:14758	bigDeletion
USA/WA-PHL-022091/2022	1095	2	None	14717:14758	bigDeletion
USA/WA-PHL-020995/2022	1096	2	None	14717:14905	bigDeletion
USA/WA-UW-22051117569/2022	1097	2	None	16867:16954	bigDeletion
USA/VT-Broad-CRSP_3S72QO6OOBOTHSAO/2022	1098	2	None	19623:19653	bigDeletion
USA/WA-UW-22053159715/2022	1099	2	None	21514:21597	bigDeletion
USA/WA-UW-22051601161/2022	1100	2	None	18106:18251	bigDeletion
USA/WA-PHL-023704/2022	1101	2	None	14717:14771	bigDeletion
USA/WA-PHL-021889/2022	1102	2	None	14717:14761	bigDeletion
USA/WA-PHL-021742/2022	1103	2	None	14717:14983	bigDeletion
USA/WA-CDC-LC0748903/2022	1104	2	None	21120:21163	bigDeletion
USA/WA-PHL-022603/2022	1105	2	None	14717:14754	bigDeletion
USA/WA-PHL-022247/2022	1105	2	None	14717:14754	bigDeletion
USA/WA-PHL-022767/2022	1105	2	None	14717:14754	bigDeletion
USA/WY-WYPHL-22050248/2022	1106	2	None	20676:21562	bigDeletion
USA/ME-HETL-J15001/2022	1107	2	None	19877:20054	bigDeletion
USA/MA-Broad-CRSP_VCEDGRKYMZ257TUI/2022	1108	2	None	19623:19911	bigDeletion
USA/AZ-ASU68065/2022	1109	2	None	19902:20049	bigDeletion
USA/WA-CDC-UW22062157738/2022	1110	2	None	21380:21540	bigDeletion
USA/MA-MGB-07433/2022	1111	2	None	19297:19464	bigDeletion
SriLanka/aicbu6254/2023	1112	2	None	12538:13532	bigDeletion
USA/AZ-ASU90525/2022	1113	2	None	19969:20117	bigDeletion
Bhutan/RCDC-0017/2022	1114	2	None	17105:17149	bigDeletion
USA/WA-Curative-596337/2022	1115	2	None	21543:21667	bigDeletion
USA/WA-CDC-UW-68060/2023	1116	2	None	19970:20055	bigDeletion
CzechRepublic/NRL_23-s28/2022	1117	2	None	15521:15560	bigDeletion
USA/WA-CDC-UW23031414260/2023	1118	2	None	15336:15466	bigDeletion
USA/WA-CDC-UW23030120708/2023	1119	2	None	19877:20117	bigDeletion
Zimbabwe/77822/2022	1120	2	None	20676:21562	bigDeletion
CzechRepublic/NRL-c594/2023	1121	2	None	20068:20112	bigDeletion
USA/LA-EVTL17821/2022	1122	2	None	19641:19911	bigDeletion
USA/WA-CDC-UW22111752666/2022	1123	2	None	19877:20117	bigDeletion
Turkey/KSS-MUPEAH4864227754/2022	1124	2	None	20689:21542	bigDeletion
USA/WA-S22903/2023	1125	2	None	21312:21342	bigDeletion
Belgium/UMONS-J830989101/2023	1126	2	None	19911:20200	bigDeletion
Denmark/DCGC-612289/2022	1127	2	None	19911:20005	bigDeletion
Mexico/CMX-INMEGEN-99-208/2023	1128	2	None	19934:20180	bigDeletion
Mauritius/N50813/2022	1129	2	None	17996:18251	bigDeletion
Mauritius/70490/2022	1130	2	None	20676:20736	bigDeletion
Mauritius/10005/2023	1130	2	None	20676:20736	bigDeletion
Ukraine/73891/2023	1131	2	None	20072:20112	bigDeletion
USA/WA-PHL-032279/2023	1132	2	None	14717:14771	bigDeletion
USA/WA-PHL-032548/2023	1133	2	None	14717:14771	bigDeletion
HongKong/VK23007057/2023	1134	2	None	19877:20117	bigDeletion
Vietnam/BMH-518998/2023	1135	2	None	19750:19884	bigDeletion
Vietnam/BMH-518960/2023	1135	2	None	19750:19884	bigDeletion
Bonaire/BQ-RIVM-117589/2022	1136	2	None	19877:20117	bigDeletion
USA/IA-ASC-210883700/2023	1137	2	None	14437:14657	bigDeletion
USA/MS-UMMC-M1021H6-538146/2022	1138	2	None	20248:20427	bigDeletion
Russia/MOW-RII-MH128445S/2022	1139	2	None	20280:20346	bigDeletion
Oman/72213071/2022	1140	2	None	18246:18288	bigDeletion
Peru/LIM-INS-42010/2022	1141	2	None	19894:20095	bigDeletion
DRC/INRB-RDC-0083/2023	1142	2	None	14530:14568	bigDeletion
USA/WA-UW-22112809025/2022	1143	2	None	20002:20117	bigDeletion
USA/WA-UW-22112869271/2022	1144	2	None	20077:20117	bigDeletion
USA/WA-UW-22112989163/2022	1145	2	None	20611:20679	bigDeletion
USA/WA-PHL-032607/2023	1146	2	None	14850:14905	bigDeletion
USA/WA-PHL-031088/2022	1147	2	None	14717:14767	bigDeletion
USA/WA-PHL-031039/2022	1148	2	None	14717:14905	bigDeletion
Guinea/CERFIG-38411/2023	1149	2	None	19292:19551	bigDeletion
SolomonIslands/SOL363/2022	1150	2	None	19921:19980	bigDeletion
USA/WA-UW-22112632471/2022	1151	2	None	13506:13666	bigDeletion
USA/WA-UW-22110852234/2022	1152	2	None	14717:14819	bigDeletion
USA/ME-CDC-LC1031099/2023	1153	2	None	16978:17143	bigDeletion
Nigeria/NCDC-NR-GL-0059/2023	1154	2	None	19298:19552	bigDeletion
USA/WA-CDC-UW-24925/2023	1155	2	None	19877:20117	bigDeletion
SintMaarten/SX-RIVM-129019/2023	1156	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW-74511/2023	1157	2	None	19964:20027	bigDeletion
USA/WA-CDC-UW-98511/2023	1158	2	None	15336:15466	bigDeletion
Iceland/L-3826/2023	1159	2	None	19275:19570	bigDeletion
India/KA-SLS-56011/2023	1160	2	None	13506:13661	bigDeletion
Vietnam/BMH-519025/2023	1161	2	None	19836:19885	bigDeletion
Serbia/23-0202-02/2023	1162	2	None	13419:13501	bigDeletion
USA/LA-EVTL18778/2023	1163	2	None	19690:19883	bigDeletion
USA/WA-CDC-UW-45666/2023	1164	2	None	19877:19950	bigDeletion
USA/WA-PHL-033002/2023	1165	2	None	14717:14983	bigDeletion
USA/WA-CDC-UW23022723328/2023	1166	2	None	19877:20061	bigDeletion
USA/WA-CDC-UW23022553151/2023	1166	2	None	19877:20061	bigDeletion
Venezuela/Dtto8010/2023	1167	2	None	19290:19558	bigDeletion
USA/WA-PHL-032143/2022	1168	2	None	14717:14748	bigDeletion
USA/TN-ASC-210885546/2023	1169	2	None	19981:20094	bigDeletion
USA/CT-YPL23-1344/2023	1170	2	None	19359:19399	bigDeletion
USA/MS-UMMC-M27A2-538926/2023	1171	2	None	20248:20298	bigDeletion
USA/CO-CDPHE-2103778695/2023	1172	2	None	13506:13775	bigDeletion
USA/WA-CDC-UW23022374247/2023	1173	2	None	15336:15557	bigDeletion
USA/WA-CDC-UW23012300136/2023	1174	2	None	19963:20016	bigDeletion
USA/WA-CDC-UW23030156460/2023	1175	2	None	15336:15438	bigDeletion
USA/WA-CDC-LC1029138/2023	1176	2	None	21121:21222	bigDeletion
USA/MS-UMMC-M46B3-40015/2023	1177	2	None	20248:20475	bigDeletion
USA/CO-CDPHE-2103804757/2023	1178	2	None	19877:20117	bigDeletion
USA/WA-PHL-033076/2023	1179	2	None	14717:14771	bigDeletion
USA/LA-EVTL18806/2023	1180	2	None	19641:19911	bigDeletion
USA/WA-CDC-UW-63362/2023	1181	2	None	19877:19924	bigDeletion
USA/WA-CDC-UW23022882423/2023	1182	2	None	15336:15529	bigDeletion
PuertoRico/PR-CVL-013145/2023	1183	2	None	21010:21044	bigDeletion
USA/WA-CDC-UW23020833689/2023	1184	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23022546576/2023	1185	2	None	19987:20056	bigDeletion
USA/WA-CDC-UW23022223510/2023	1186	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23020920433/2023	1187	2	None	19877:20117	bigDeletion
USA/PA-BOL-M23017374/2023	1188	2	None	20056:20117	bigDeletion
USA/WV-CDC-LC0994690/2023	1189	2	None	21120:21163	bigDeletion
USA/MN-MDH-34495/2023	1190	2	None	17997:18267	bigDeletion
USA/WA-CDC-UW23030831271/2023	1191	2	None	19877:19951	bigDeletion
USA/WA-CDC-UW23022355647/2023	1192	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23030819057/2023	1193	2	None	19877:19931	bigDeletion
USA/MN-MDH-35027/2023	1194	2	None	17997:18267	bigDeletion
USA/WA-CDC-UW23030916142/2023	1195	2	None	19877:20062	bigDeletion
USA/WA-CDC-UW23022451870/2023	1196	2	None	19877:19917	bigDeletion
USA/WA-PHL-030849/2022	1197	3	None	19939:20029	bigDeletion
USA/WA-PHL-030829/2022	1197	3	None	19939:20029	bigDeletion
USA/WA-CDC-UW-86593/2023	1198	2	None	20037:20078	bigDeletion
USA/WA-CDC-UW23022827062/2023	1199	2	None	19961:20117	bigDeletion
USA/WA-CDC-UW23020547189/2023	1200	2	None	13506:13775	bigDeletion
USA/MD-IGS-042308100483A/2023	1201	2	None	19656:19707	bigDeletion
USA/WA-PHL-033029/2023	1202	2	None	14717:14766	bigDeletion
USA/WA-PHL-033046/2023	1202	2	None	14717:14766	bigDeletion
USA/WA-CDC-UW23022494032/2023	1203	2	None	19877:20070	bigDeletion
USA/WA-CDC-UW23030489320/2023	1203	2	None	19877:20070	bigDeletion
USA/WA-CDC-UW23022399623/2023	1204	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23030137431/2023	1204	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23031421015/2023	1205	2	None	19877:20067	bigDeletion
USA/WA-CDC-UW23022434286/2023	1206	2	None	15336:15462	bigDeletion
USA/WA-CDC-UW23020361027/2023	1207	2	None	15336:15469	bigDeletion
USA/WA-S22906/2023	1208	2	None	21312:21342	bigDeletion
USA/WA-CDC-UW23022602597/2023	1209	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23022667492/2023	1209	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23031173952/2023	1210	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW-27672/2023	1211	2	None	13833:14075	bigDeletion
USA/WA-CDC-UW23030176063/2023	1212	2	None	19877:19917	bigDeletion
USA/WA-PHL-033005/2023	1213	2	None	14717:14754	bigDeletion
USA/WA-CDC-LC1024848/2023	1214	2	None	21128:21193	bigDeletion
USA/WA-CDC-UW23020338435/2023	1215	2	None	15336:15557	bigDeletion
USA/WA-CDC-UW23022496907/2023	1216	2	None	20016:20117	bigDeletion
USA/WA-CDC-LC1007902/2023	1217	2	None	21120:21163	bigDeletion
USA/WA-CDC-LC1017555/2023	1218	2	None	21120:21193	bigDeletion
USA/NY-UB-KSL-07519/2023	1219	2	None	19655:19884	bigDeletion
USA/MO-MSPHL-009082/2023	1220	2	None	20069:20117	bigDeletion
USA/WA-CDC-UW23011160480/2023	1221	2	None	19877:20073	bigDeletion
USA/WA-CDC-UW23012368355/2023	1221	2	None	19877:20073	bigDeletion
USA/MN-MDH-34860/2023	1222	2	None	17997:18267	bigDeletion
USA/LA-EVTL18807/2023	1223	2	None	19641:19911	bigDeletion
USA/WA-PHL-033077/2023	1224	2	None	14717:14761	bigDeletion
USA/HI-H2320297/2023	1225	2	None	19100:19131	bigDeletion
USA/WA-CDC-UW23022426268/2023	1226	2	None	19877:20117	bigDeletion
PuertoRico/PR-PRPHL-MB0309/2023	1227	2	None	21314:21955	bigDeletion
Poland/0411WSN2023_wsseol/2023	1228	2	None	19623:19911	bigDeletion
USA/WA-CDC-UW23012340327/2023	1229	2	None	19993:20117	bigDeletion
USA/CO-CDPHE-2103807896/2023	1230	2	None	13506:13775	bigDeletion
USA/WA-CDC-UW-76200/2023	1231	2	None	15365:15404	bigDeletion
USA/WA-CDC-UW22122784133/2022	1232	2	None	19877:19924	bigDeletion
USA/WA-CDC-UW23022301850/2023	1233	2	None	19877:20117	bigDeletion
Aruba/AW-RIVM-127957/2023	1234	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23030316335/2023	1235	2	None	19877:19909	bigDeletion
SouthAfrica/NICD-R02608/2023	1236	2	None	18119:18250	bigDeletion
USA/WA-CDC-UW23022321487/2023	1237	2	None	15393:15464	bigDeletion
USA/WA-CDC-UW-98202/2023	1238	2	None	19877:20117	bigDeletion
USA/WA-CDC-UW23022710884/2023	1239	3	None	19877:20018	bigDeletion
USA/WA-CDC-UW23030353819/2023	1239	3	None	19877:20018	bigDeletion
USA/WA-CDC-LC1035058/2023	1240	2	None	21144:21193	bigDeletion
USA/WA-CDC-UW23022557435/2023	1241	2	None	15336:15457	bigDeletion
USA/WA-CDC-UW23020229768/2023	1242	2	None	18063:18097	bigDeletion
USA/SD-SDPHL-2568/2023	1243	2	None	20051:20117	bigDeletion
USA/WA-CDC-UW23022212073/2023	1244	2	None	19877:20117	bigDeletion
USA/WA-PHL-033078/2023	1245	2	None	19877:19919	bigDeletion
USA/WA-CDC-UW-38887/2023	1245	2	None	19877:19919	bigDeletion
USA/WA-PHL-032665/2023	1246	2	None	14717:14766	bigDeletion
PuertoRico/PR-CVL-013939/2023	1247	2	None	20676:21191	bigDeletion
USA/WA-CDC-UW23022231484/2023	1248	2	None	19992:20056	bigDeletion
USA/WA-CDC-UW23022418543/2023	1248	2	None	19992:20056	bigDeletion
USA/WA-PHL-032559/2023	1249	2	None	14731:14761	bigDeletion
USA/WA-PHL-033023/2023	1250	2	None	14717:14766	bigDeletion
USA/WA-CDC-UW23021607820/2023	1251	2	None	19961:20065	bigDeletion
USA/WA-CDC-UW23031342382/2023	1252	2	None	15336:15445	bigDeletion
